,期数,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,红球_7,红球_8,红球_9,红球_10,红球_11,红球_12,红球_13,红球_14,红球_15,红球_16,红球_17,红球_18,红球_19,红球_20
601,2024021,4,7,14,19,20,26,27,29,35,42,43,47,52,53,56,61,63,68,75,76
602,2024020,2,13,18,27,33,43,44,46,47,48,49,56,57,58,59,64,72,73,74,79
603,2024019,4,5,8,13,14,17,19,20,42,44,45,47,52,53,54,64,68,70,74,78
604,2024018,2,3,9,11,12,15,20,21,29,31,32,40,46,47,55,56,64,65,69,71
605,2024017,3,4,12,14,16,20,22,28,30,31,37,41,44,50,51,53,55,57,62,79
606,2024016,2,4,8,11,14,18,21,29,33,38,44,45,50,56,58,59,61,69,73,76
607,2024015,7,15,17,19,20,23,26,37,41,44,49,52,54,57,59,69,71,73,74,79
608,2024014,2,6,15,16,17,21,31,35,37,41,44,45,46,48,51,53,55,58,62,68
609,2024013,3,8,10,12,14,20,24,25,28,29,30,34,45,49,53,56,57,65,74,77
610,2024012,2,10,13,15,19,22,24,26,30,32,33,42,46,53,54,58,62,72,77,80
611,2024011,4,5,11,18,19,23,24,26,36,43,44,48,56,60,62,63,70,71,77,79
612,2024010,5,9,10,13,20,27,33,40,47,50,54,55,58,61,63,64,67,75,77,78
613,2024009,4,8,9,10,13,15,17,18,26,32,34,36,37,42,51,61,71,73,78,79
614,2024008,5,14,18,26,27,28,36,37,38,42,43,62,63,65,67,71,72,73,74,77
615,2024007,1,3,4,15,16,18,25,33,34,36,41,42,47,51,53,56,62,72,78,80
616,2024006,1,7,11,12,17,23,26,27,30,31,38,46,49,50,61,66,70,72,77,79
617,2024005,1,2,7,9,12,13,17,18,20,24,32,38,44,47,50,53,54,60,63,78
618,2024004,5,10,22,25,26,31,32,34,35,45,46,51,53,54,58,61,62,63,68,73
619,2024003,6,7,10,14,22,25,28,35,39,40,41,44,53,54,65,66,69,71,75,79
620,2024002,4,14,16,21,22,32,35,37,40,41,46,47,48,51,69,74,75,77,79,80
621,2024001,3,10,14,17,19,28,33,37,43,47,52,54,55,58,60,64,66,68,70,79
622,2023351,7,13,14,15,19,21,23,24,27,35,42,43,44,46,50,59,63,70,73,76
623,2023350,8,9,11,27,32,35,39,45,51,55,56,58,62,65,68,70,75,76,77,78
624,2023349,8,9,12,17,18,24,27,32,33,34,38,39,44,49,54,71,72,73,74,80
625,2023348,1,2,4,8,11,13,14,19,27,28,43,46,48,50,56,58,62,63,66,69
626,2023347,2,4,10,16,18,21,25,28,30,37,38,44,47,49,54,64,67,68,69,74
627,2023346,6,8,10,13,15,24,26,27,32,33,34,35,36,41,44,60,67,71,74,76
628,2023345,2,3,7,8,9,21,22,23,30,31,37,39,47,50,64,69,70,71,75,77
629,2023344,1,3,5,6,10,15,25,27,29,37,44,47,49,50,57,66,72,73,77,79
630,2023343,1,9,13,16,18,23,25,27,31,32,33,36,39,49,54,61,74,76,77,78
631,2023342,1,3,5,9,10,13,21,22,29,31,41,45,46,50,51,55,56,60,62,72
632,2023341,1,19,20,26,29,33,34,47,48,49,50,55,57,61,64,66,70,72,75,76
633,2023340,2,7,9,11,14,23,27,31,35,38,39,42,45,48,49,50,56,58,59,67
634,2023339,1,2,3,4,27,29,30,36,37,42,46,49,51,55,57,58,59,66,69,77
635,2023338,2,3,4,6,7,17,19,31,38,39,40,42,46,50,54,59,61,63,66,80
636,2023337,11,13,15,22,23,25,28,33,34,41,44,45,49,55,58,59,63,69,72,80
637,2023336,7,8,11,15,16,20,25,35,36,39,46,58,59,61,63,69,70,72,78,79
638,2023335,2,9,11,20,22,23,30,34,39,42,43,44,50,55,57,63,66,69,70,74
639,2023334,5,7,9,12,13,15,16,18,24,25,27,28,29,46,48,63,66,67,71,77
640,2023333,1,7,9,17,20,28,32,44,48,51,53,56,57,60,61,69,70,73,74,77
641,2023332,3,5,14,16,17,27,30,31,33,35,42,43,48,56,57,63,66,70,74,76
642,2023331,5,14,15,16,17,20,23,25,28,36,38,48,61,62,67,70,73,74,75,77
643,2023330,9,10,12,16,19,20,21,23,39,40,43,44,46,49,50,54,59,60,66,67
644,2023329,6,7,13,16,20,25,28,29,32,39,51,61,65,66,68,70,72,75,76,79
645,2023328,6,8,10,14,18,25,31,41,42,43,47,50,56,58,59,61,65,66,67,74
646,2023327,3,4,13,14,17,20,25,30,31,36,38,41,44,47,58,60,62,66,72,76
647,2023326,9,10,11,16,18,21,22,27,28,30,33,39,46,49,50,51,61,64,67,79
648,2023325,1,3,5,7,10,22,28,30,38,40,46,50,52,53,56,58,62,69,71,80
649,2023324,2,6,12,15,20,21,22,25,26,29,32,37,40,42,46,55,58,72,78,79
650,2023323,8,13,14,16,24,26,30,36,40,44,45,48,51,56,58,59,69,71,74,75
651,2023322,10,11,20,21,26,27,29,40,41,42,43,44,47,57,59,63,64,65,72,73
652,2023321,1,2,12,14,15,21,26,27,37,42,44,46,47,51,55,58,66,70,71,79
653,2023320,1,6,8,11,13,22,31,33,39,46,47,49,54,55,60,66,70,71,73,77
654,2023319,3,6,7,8,15,19,20,23,25,27,30,33,34,38,39,43,45,56,74,77
655,2023318,3,4,13,17,22,25,27,28,30,36,38,40,42,44,57,64,72,77,78,79
656,2023317,12,16,19,21,22,27,29,33,35,39,42,49,50,56,57,62,63,65,74,78
657,2023316,2,12,15,16,18,25,27,36,42,46,49,54,55,57,58,63,64,65,74,77
658,2023315,4,11,12,17,18,21,27,28,31,32,33,34,36,37,45,46,53,72,74,75
659,2023314,3,4,6,8,12,14,18,19,20,23,28,38,41,46,49,50,60,74,76,80
660,2023313,4,10,13,18,24,26,27,30,32,40,41,49,52,58,61,63,65,74,76,80
661,2023312,4,7,9,15,26,29,35,38,39,41,52,57,61,62,65,69,70,74,76,79
662,2023311,4,15,17,23,24,28,29,30,31,33,40,45,47,48,58,59,65,70,75,80
663,2023310,1,5,6,8,14,19,20,21,32,47,49,52,58,59,65,68,72,75,79,80
664,2023309,14,17,25,27,30,36,39,40,42,43,44,47,50,55,57,62,63,66,68,69
665,2023308,1,4,7,9,12,23,24,26,30,31,35,41,44,47,63,65,66,74,75,77
666,2023307,10,12,13,14,15,16,20,21,23,28,38,43,46,48,59,68,70,72,73,75
667,2023306,1,3,5,9,14,27,28,30,38,55,57,58,59,64,65,66,69,70,77,80
668,2023305,2,12,15,23,24,26,30,31,32,34,36,40,43,44,50,56,58,59,62,79
669,2023304,1,16,17,18,24,25,29,32,37,39,59,60,61,66,68,69,70,73,77,80
670,2023303,2,5,8,9,17,28,29,35,36,37,46,48,51,58,60,63,69,75,76,79
671,2023302,6,12,13,14,17,18,25,27,28,35,36,37,41,55,58,59,60,65,66,75
672,2023301,5,9,12,15,16,27,29,35,37,39,41,42,46,48,50,63,67,69,73,80
673,2023300,1,4,7,9,12,13,17,18,19,23,29,31,34,36,45,60,62,63,70,78
674,2023299,5,6,9,13,15,18,22,26,43,47,48,50,52,53,56,61,67,75,78,79
675,2023298,4,14,15,16,18,19,31,32,34,35,37,40,48,53,62,65,68,71,77,79
676,2023297,2,5,9,16,25,28,29,35,40,55,56,58,60,61,64,70,71,75,77,80
677,2023296,4,6,11,24,25,32,36,40,42,45,50,55,56,62,65,69,70,71,77,79
678,2023295,1,4,13,15,19,22,23,24,26,36,40,42,44,49,52,64,65,72,73,74
679,2023294,3,5,11,13,14,25,30,44,45,46,48,49,53,56,57,63,64,65,72,75
680,2023293,2,5,8,12,14,17,26,33,38,40,41,47,48,50,51,54,62,64,67,69
681,2023292,3,4,7,9,10,19,26,29,32,33,39,44,48,55,56,62,65,68,71,78
682,2023291,4,5,10,25,27,31,39,42,45,46,54,55,56,57,60,72,73,76,77,78
683,2023290,1,3,8,9,12,23,26,29,35,47,51,55,56,59,60,66,67,72,73,77
684,2023289,1,2,13,14,18,23,28,37,39,40,45,47,52,53,62,64,68,71,74,76
685,2023288,11,15,18,19,21,24,25,27,36,39,44,46,49,62,66,67,70,73,76,77
686,2023287,6,7,9,10,12,15,17,22,24,25,36,42,49,50,57,59,61,77,78,79
687,2023286,4,6,17,18,23,25,31,33,40,47,49,50,54,56,57,58,60,61,78,79
688,2023285,2,5,9,14,15,16,18,24,44,45,46,48,52,61,63,67,74,75,76,78
689,2023284,3,6,17,21,22,24,26,33,40,51,52,55,56,57,58,61,64,71,76,79
690,2023283,5,6,9,12,18,33,37,39,41,44,47,48,56,63,64,66,68,71,73,79
691,2023282,2,15,16,22,27,31,38,39,40,41,42,43,46,53,54,59,60,68,74,77
692,2023281,5,7,16,19,20,28,30,31,34,38,40,41,42,46,48,53,61,71,77,78
693,2023280,1,2,5,6,7,14,28,29,31,34,39,42,53,55,58,64,67,68,73,79
694,2023279,5,6,9,10,16,22,24,27,35,40,43,44,55,56,68,70,73,74,75,77
695,2023278,2,10,14,15,17,27,32,33,38,43,44,45,47,48,54,60,69,73,77,78
696,2023277,13,18,19,20,22,24,27,32,35,36,38,40,55,59,60,62,66,70,79,80
697,2023276,7,14,16,18,21,22,34,38,39,41,44,49,53,54,70,71,74,75,78,79
698,2023275,8,13,21,24,27,36,39,41,44,49,52,57,61,63,65,66,69,70,71,76
699,2023274,4,5,8,9,10,15,19,25,30,32,37,45,47,48,54,59,60,62,63,67
700,2023273,5,9,14,18,26,31,32,34,39,42,45,48,49,53,54,55,63,69,72,75
701,2023272,2,5,6,7,12,13,14,15,22,29,31,42,45,64,67,69,70,71,72,79
702,2023271,1,11,19,24,25,35,36,38,41,45,47,52,53,55,63,65,69,70,71,77
703,2023270,21,25,26,27,33,39,42,46,48,55,58,60,61,64,67,70,71,76,79,80
704,2023269,4,5,7,12,18,22,24,28,31,33,36,40,41,47,48,64,69,72,76,79
705,2023268,3,6,8,9,13,16,21,25,26,34,42,47,53,55,61,65,69,73,74,80
706,2023267,5,9,14,16,20,22,24,33,36,38,40,49,51,54,55,58,61,62,65,74
707,2023266,7,16,17,32,33,39,42,44,47,49,51,58,62,68,70,72,75,76,78,80
708,2023265,11,13,15,16,21,33,35,36,40,49,51,61,62,63,66,70,71,75,78,80
709,2023264,1,5,9,11,14,15,16,32,34,39,42,43,45,52,63,67,69,70,76,78
710,2023263,11,13,14,18,21,23,28,29,33,36,53,54,55,57,58,59,61,70,74,77
711,2023262,1,4,6,11,12,15,19,26,27,48,54,59,60,62,63,67,68,76,79,80
712,2023261,4,7,8,9,17,24,25,29,31,34,44,46,49,52,59,61,62,67,76,78
713,2023260,2,3,5,11,13,14,20,23,24,25,27,29,33,37,54,58,68,69,73,80
714,2023259,1,5,6,12,14,21,24,29,32,33,41,43,54,55,56,66,68,69,75,79
715,2023258,4,7,12,27,28,29,36,42,45,46,50,55,61,62,64,67,69,72,73,80
716,2023257,6,8,9,11,13,14,20,24,27,29,30,54,58,60,61,62,67,71,77,79
717,2023256,3,6,7,8,10,14,17,20,23,25,28,31,33,54,68,72,73,74,75,79
718,2023255,6,14,21,25,28,29,34,37,38,39,40,47,54,61,62,63,70,74,76,79
719,2023254,2,12,15,16,27,30,32,34,35,38,39,41,50,54,55,59,60,64,70,72
720,2023253,1,9,14,18,20,22,30,35,36,41,43,49,51,52,65,66,68,69,73,79
721,2023252,3,4,8,18,20,23,24,26,29,37,42,43,48,54,67,69,71,72,76,78
722,2023251,7,10,12,17,20,21,26,30,32,34,41,43,45,62,64,66,67,70,76,80
723,2023250,1,8,10,14,16,17,24,25,28,32,41,49,50,62,63,65,68,72,74,76
724,2023249,7,10,12,24,25,30,31,35,40,44,51,52,55,58,59,64,65,66,72,75
725,2023248,5,7,9,11,15,16,18,22,23,24,31,34,36,42,57,58,62,67,68,80
726,2023247,6,17,23,26,39,40,44,46,48,51,53,57,59,64,68,70,74,76,77,79
727,2023246,1,2,5,27,29,33,34,40,45,47,53,56,58,62,70,71,72,73,75,77
728,2023245,2,4,7,27,28,29,38,41,42,45,54,58,59,60,65,67,69,78,79,80
729,2023244,3,8,14,16,17,22,33,42,44,52,56,57,58,61,64,65,66,70,75,79
730,2023243,7,19,22,23,24,25,26,27,32,35,36,44,45,54,55,57,61,71,73,75
731,2023242,1,4,7,8,9,10,15,16,18,22,29,31,36,51,53,54,57,68,72,77
732,2023241,5,10,17,20,24,25,28,29,38,45,46,47,48,53,60,62,64,67,70,77
733,2023240,2,5,9,12,19,20,25,27,34,40,49,52,55,57,60,61,71,73,75,76
734,2023239,6,11,12,14,16,17,28,38,44,53,55,62,68,69,70,72,74,76,79,80
735,2023238,2,3,7,18,20,23,24,33,39,40,47,56,61,63,65,67,69,73,74,76
736,2023237,1,3,4,11,12,13,25,32,35,36,38,40,47,52,53,60,66,68,69,75
737,2023236,3,6,9,11,12,20,21,22,25,29,39,43,48,49,52,62,66,72,74,77
738,2023235,2,13,14,15,16,18,21,23,24,25,26,27,35,36,39,40,57,70,72,78
739,2023234,6,9,20,25,26,27,28,36,38,41,42,47,49,58,61,64,66,70,74,75
740,2023233,1,3,12,13,18,19,27,31,32,33,35,37,42,44,47,60,66,69,73,79
741,2023232,2,3,4,9,14,16,22,26,30,35,36,47,56,58,60,62,63,66,76,80
742,2023231,1,3,6,16,27,28,30,31,34,35,36,43,45,51,54,56,61,66,69,79
743,2023230,4,8,10,13,16,20,23,25,26,30,36,37,50,58,61,65,67,68,71,79
744,2023229,10,11,13,14,17,19,22,24,27,31,39,42,52,53,63,64,65,71,72,78
745,2023228,2,7,10,13,28,29,34,36,37,38,44,48,49,50,52,57,59,63,65,72
746,2023227,8,11,15,28,30,33,34,36,37,43,49,54,55,59,61,62,67,71,77,78
747,2023226,3,4,7,9,11,12,16,20,31,33,36,41,46,54,57,59,62,64,68,78
748,2023225,11,12,15,21,25,26,29,30,35,42,43,44,46,55,62,63,65,70,73,75
749,2023224,7,9,14,16,17,34,38,40,44,45,50,58,68,69,70,71,73,76,78,79
750,2023223,6,10,13,21,22,23,29,32,40,47,51,56,57,58,63,66,68,70,71,76
751,2023222,1,3,11,13,14,20,21,27,30,35,39,41,47,48,61,62,63,73,78,80
752,2023221,1,3,7,9,13,17,20,23,24,27,31,32,34,39,42,49,64,69,77,78
753,2023220,1,2,8,9,11,13,14,16,22,33,36,52,54,58,59,69,71,73,77,79
754,2023219,5,10,12,14,15,18,22,24,26,29,30,31,37,42,44,50,53,54,62,75
755,2023218,8,9,18,19,20,24,28,29,31,37,45,54,56,61,63,64,68,69,73,78
756,2023217,6,9,12,22,24,25,33,35,36,38,41,45,51,53,54,55,61,63,64,70
757,2023216,1,2,6,11,12,16,18,19,25,29,43,53,54,58,60,63,68,71,73,75
758,2023215,9,12,13,18,24,26,28,30,31,40,42,43,45,47,48,56,66,67,69,75
759,2023214,9,10,13,15,18,21,22,23,24,26,30,34,36,41,43,46,55,65,71,74
760,2023213,6,7,10,12,13,25,29,32,42,50,56,58,60,61,62,68,69,71,73,79
761,2023212,7,14,16,21,24,29,30,36,37,38,39,43,47,56,59,61,62,70,73,79
762,2023211,1,7,15,21,42,44,49,55,57,60,61,62,63,64,69,71,72,73,77,78
763,2023210,6,11,14,18,21,23,35,36,37,39,41,43,54,55,56,64,65,66,67,72
764,2023209,5,6,8,15,17,18,23,28,29,32,35,39,41,45,48,53,57,74,76,77
765,2023208,12,15,21,23,26,27,29,33,37,42,49,51,53,54,57,58,61,63,74,80
766,2023207,3,16,21,22,28,34,35,39,40,45,53,55,56,61,64,66,67,73,77,80
767,2023206,10,14,16,21,25,27,28,29,37,38,41,44,48,49,56,62,66,67,69,71
768,2023205,4,7,22,27,28,31,34,39,43,47,52,53,57,60,61,62,64,66,74,77
769,2023204,6,8,9,18,25,29,30,34,43,46,51,59,61,62,63,67,70,75,79,80
770,2023203,2,7,10,17,20,24,27,30,33,34,35,39,46,55,65,71,72,76,77,79
771,2023202,4,10,11,12,16,18,21,22,24,25,35,41,42,43,49,50,59,65,68,78
772,2023201,3,12,21,24,25,28,31,32,33,36,37,39,41,47,50,51,60,67,69,80
773,2023200,9,10,11,15,17,19,27,29,32,34,35,41,43,44,45,55,64,65,66,76
774,2023199,5,8,11,12,15,21,23,26,32,35,38,39,40,44,49,58,59,64,68,71
775,2023198,5,8,10,14,18,20,31,33,36,42,49,51,54,57,59,60,61,71,72,73
776,2023197,2,3,5,6,11,13,28,32,37,40,41,44,45,55,56,58,67,69,70,74
777,2023196,4,5,8,9,17,21,28,32,33,35,36,41,48,51,53,60,74,77,78,80
778,2023195,1,10,12,15,16,26,27,35,36,40,47,48,54,57,59,68,70,75,76,79
779,2023194,1,13,20,21,25,26,28,32,34,43,45,49,52,56,64,67,69,70,71,76
780,2023193,3,9,20,21,27,32,34,39,42,49,51,55,56,58,61,64,70,74,77,80
781,2023192,3,5,16,25,26,27,29,30,33,41,47,51,53,54,57,66,67,75,76,77
782,2023191,3,5,12,19,22,27,34,36,45,47,50,57,59,63,70,71,72,73,74,75
783,2023190,4,5,8,11,12,21,23,29,37,40,46,59,60,61,64,68,69,71,73,80
784,2023189,2,4,7,11,13,24,29,35,40,41,43,44,50,51,58,63,69,70,77,79
785,2023188,8,11,18,21,25,30,32,35,38,41,44,47,52,54,59,67,71,72,74,80
786,2023187,7,11,12,13,17,18,20,24,33,37,39,48,50,52,53,60,67,71,76,77
787,2023186,1,3,4,9,11,12,22,23,27,34,41,43,48,50,58,62,63,68,69,75
788,2023185,5,7,9,12,15,17,20,24,26,28,30,32,35,41,50,51,55,71,75,79
789,2023184,1,4,16,19,21,24,27,30,32,33,34,35,36,42,44,52,56,63,69,70
790,2023183,2,3,5,8,11,15,16,18,28,36,38,40,41,43,44,46,59,61,65,66
791,2023182,1,9,12,14,24,29,30,35,37,41,45,46,47,51,61,62,64,65,70,75
792,2023181,5,7,11,14,21,27,30,32,33,38,53,57,60,70,72,73,74,76,77,80
793,2023180,5,14,15,16,17,21,34,35,36,40,47,51,52,54,62,64,65,68,73,77
794,2023179,1,2,4,8,12,20,24,30,31,34,37,40,45,59,61,64,67,70,73,77
795,2023178,5,10,11,12,16,18,21,30,34,35,44,50,51,53,55,56,57,64,71,73
796,2023177,5,7,12,15,17,20,21,34,37,42,45,46,50,52,53,56,58,65,69,74
797,2023176,4,5,11,12,28,29,33,41,44,45,50,54,55,57,60,69,70,72,76,79
798,2023175,2,4,5,7,8,17,21,28,30,32,47,49,50,52,54,61,64,65,68,74
799,2023174,1,8,9,10,18,22,26,27,29,33,34,44,45,48,50,61,66,70,75,79
800,2023173,2,10,15,20,24,28,31,32,42,43,44,45,52,54,56,68,69,70,71,72
801,2023172,1,13,15,19,20,22,24,36,39,40,42,48,50,52,53,55,63,68,70,77
802,2023171,4,12,20,21,24,25,29,33,35,38,47,54,56,61,63,65,71,72,75,78
803,2023170,3,13,14,15,20,29,31,33,34,35,36,37,40,45,47,52,59,61,69,77
804,2023169,4,5,18,21,22,24,30,32,36,37,40,45,51,54,57,60,62,63,70,74
805,2023168,3,5,7,9,12,14,15,20,28,36,41,44,45,52,57,63,67,72,74,80
806,2023167,7,9,14,16,21,23,26,28,29,32,36,42,44,50,53,54,60,67,68,76
807,2023166,1,4,8,13,14,22,27,31,35,41,43,45,49,50,51,56,59,63,66,69
808,2023165,3,7,9,10,15,21,23,26,27,34,39,47,50,52,57,69,71,72,74,78
809,2023164,1,2,3,5,6,9,13,14,17,26,28,44,46,48,49,56,65,73,79,80
810,2023163,2,4,7,10,12,26,41,45,46,49,54,58,59,63,64,70,71,72,74,76
811,2023162,3,6,11,15,21,28,29,30,33,37,39,40,44,48,55,57,60,70,75,80
812,2023161,18,22,23,25,26,27,28,33,35,36,38,50,54,57,67,68,72,74,75,77
813,2023160,11,18,27,29,30,31,41,43,49,50,52,59,60,62,64,67,73,76,77,78
814,2023159,3,14,17,19,20,26,34,38,41,44,48,49,52,61,65,68,70,72,78,80
815,2023158,6,7,10,13,16,18,27,28,30,33,36,43,54,61,65,66,70,76,79,80
816,2023157,10,13,17,18,23,27,30,32,34,35,41,44,47,53,54,56,63,64,69,70
817,2023156,8,12,16,21,22,24,26,29,31,38,41,51,54,59,62,63,64,65,72,74
818,2023155,1,7,8,11,12,15,22,24,26,35,37,40,47,48,52,53,59,65,75,80
819,2023154,10,14,19,24,33,43,44,45,46,47,48,56,59,64,68,70,72,76,79,80
820,2023153,3,24,36,37,42,45,49,50,51,55,56,58,60,65,68,69,71,73,76,78
821,2023152,8,11,12,14,20,21,22,27,32,40,41,44,49,50,51,54,61,66,74,76
822,2023151,2,3,5,6,8,27,30,33,49,50,53,58,60,61,63,67,68,76,77,78
823,2023150,8,9,12,14,23,27,31,36,37,45,48,54,55,59,62,66,68,70,72,77
824,2023149,4,5,7,10,14,17,21,28,29,31,42,43,60,62,64,66,68,73,74,75
825,2023148,6,14,21,23,24,27,29,34,38,40,42,45,47,54,60,65,67,72,74,75
826,2023147,1,2,6,9,17,18,22,24,30,36,40,41,46,48,51,52,58,68,73,75
827,2023146,2,5,9,11,21,22,26,32,43,46,47,51,53,55,56,60,61,65,76,77
828,2023145,3,4,6,8,17,22,23,35,40,42,43,45,47,50,55,58,65,66,67,80
829,2023144,8,28,31,42,46,47,49,53,54,55,58,60,64,67,68,70,71,72,75,79
830,2023143,1,3,5,7,11,16,17,18,20,27,33,34,41,42,53,57,59,69,71,77
831,2023142,1,3,4,7,12,13,15,17,20,21,26,41,47,54,58,66,69,72,78,79
832,2023141,9,13,14,16,17,18,19,25,27,28,38,40,41,42,45,46,52,53,63,66
833,2023140,4,8,9,14,22,28,41,43,44,46,51,55,57,59,60,63,69,71,72,80
834,2023139,4,6,9,10,14,16,18,20,21,23,29,34,45,47,48,53,57,61,65,80
835,2023138,2,5,11,16,19,24,26,41,42,43,48,51,58,61,62,67,69,70,75,77
836,2023137,1,2,9,13,18,29,31,36,38,43,47,48,50,54,56,60,64,67,77,79
837,2023136,1,2,5,6,8,11,19,26,28,29,36,41,43,48,60,61,68,69,71,77
838,2023135,5,7,10,14,25,29,31,33,37,43,44,53,54,59,62,65,69,70,76,77
839,2023134,1,3,11,12,16,20,25,36,38,40,42,44,51,52,55,59,65,69,72,75
840,2023133,8,11,13,14,18,19,20,25,29,31,36,39,40,45,47,51,63,64,65,70
841,2023132,2,6,9,15,17,18,19,21,22,28,41,43,49,50,53,54,64,71,73,77
842,2023131,3,4,5,7,14,16,28,30,31,32,34,58,60,61,67,71,73,74,76,78
843,2023130,2,5,9,15,17,18,24,27,40,45,46,50,52,54,55,58,63,65,70,80
844,2023129,3,5,6,9,12,19,23,30,38,40,41,48,49,53,64,71,73,77,78,80
845,2023128,6,8,16,18,20,21,29,31,33,40,47,49,55,56,57,66,69,70,74,80
846,2023127,4,11,16,18,23,27,28,30,37,39,40,41,42,44,47,58,60,74,76,79
847,2023126,1,3,7,9,12,16,21,24,25,33,36,39,49,51,60,64,66,75,79,80
848,2023125,1,5,9,10,17,18,19,20,21,22,32,47,51,54,63,65,68,73,77,79
849,2023124,1,2,4,16,18,25,26,27,30,32,33,41,43,47,56,61,62,64,70,79
850,2023123,14,17,24,30,31,33,34,37,39,42,49,54,56,57,60,74,76,77,78,80
851,2023122,3,6,7,11,13,15,18,22,30,39,47,50,59,61,63,68,71,76,77,80
852,2023121,1,4,14,27,31,36,38,39,41,43,46,53,57,58,61,63,67,69,75,77
853,2023120,3,4,7,8,11,17,18,24,25,29,32,39,47,53,54,61,72,73,78,80
854,2023119,1,12,13,17,21,22,29,32,34,36,41,46,47,51,57,59,67,70,71,79
855,2023118,7,8,9,26,29,39,40,41,46,47,48,53,56,57,59,61,62,63,74,80
856,2023117,3,8,12,18,19,21,22,23,31,35,41,45,52,59,62,63,66,69,73,78
857,2023116,5,6,11,21,24,28,30,31,37,38,46,50,52,54,59,61,64,66,72,78
858,2023115,7,8,19,24,26,27,32,35,41,49,53,55,56,61,64,67,71,74,76,79
859,2023114,2,3,12,28,30,31,36,40,41,43,44,45,46,57,58,62,63,64,67,76
860,2023113,1,10,11,17,19,21,23,24,25,27,37,42,46,49,50,53,55,62,65,77
861,2023112,2,3,10,14,19,20,22,23,33,34,38,42,48,51,52,55,66,67,71,73
862,2023111,1,3,6,10,14,15,16,23,28,32,33,37,43,45,50,54,60,69,74,77
863,2023110,2,4,10,13,17,25,31,32,39,42,43,48,53,64,65,67,71,73,75,80
864,2023109,2,5,6,13,16,17,18,24,25,28,40,47,50,54,56,60,63,64,72,76
865,2023108,3,4,6,8,9,16,17,26,27,32,50,52,53,54,56,59,60,69,73,74
866,2023107,9,12,18,19,22,23,24,31,35,36,39,45,53,56,64,65,74,75,78,80
867,2023106,2,3,5,8,9,12,15,18,22,23,48,49,54,56,57,62,64,66,70,78
868,2023105,11,14,17,20,24,27,39,42,43,44,46,47,53,57,59,64,67,70,79,80
869,2023104,1,5,7,8,11,33,35,38,39,44,47,49,52,56,62,69,71,73,78,79
870,2023103,4,10,11,12,13,21,22,26,32,33,35,38,41,45,47,49,55,62,78,79
871,2023102,6,8,11,13,18,22,27,30,34,42,46,48,56,59,64,66,70,73,76,78
872,2023101,1,5,11,13,16,23,26,29,33,40,41,42,51,52,53,65,68,76,77,79
873,2023100,1,4,5,8,12,17,18,21,25,28,29,31,37,41,48,63,72,74,78,79
874,2023099,1,2,10,12,13,15,23,27,28,37,38,39,45,47,51,54,62,70,72,79
875,2023098,2,6,7,11,13,24,25,32,34,36,39,40,47,52,56,67,69,73,75,78
876,2023097,6,9,12,14,17,21,27,34,44,45,47,51,52,53,61,62,63,64,77,80
877,2023096,1,2,3,7,13,15,20,24,32,34,44,49,52,59,66,67,69,76,78,80
878,2023095,1,2,14,18,26,29,34,39,42,46,50,51,52,53,58,64,67,70,71,73
879,2023094,1,3,4,9,10,11,15,34,35,37,42,51,55,59,60,64,65,67,69,76
880,2023093,1,2,5,13,14,19,21,24,26,27,28,30,31,35,49,50,62,67,72,74
881,2023092,1,4,6,10,11,13,14,24,25,27,33,40,43,52,57,58,64,70,71,73
882,2023091,1,5,13,15,18,22,28,31,35,38,44,50,51,54,61,63,65,72,74,77
883,2023090,1,8,13,15,18,20,27,28,31,34,35,41,45,55,58,63,64,74,75,79
884,2023089,4,13,18,19,21,24,32,33,36,43,46,49,51,54,63,65,68,71,72,80
885,2023088,7,9,11,13,15,18,22,30,33,44,45,60,62,64,65,67,69,72,74,75
886,2023087,15,17,18,25,28,31,33,36,46,47,49,51,55,58,60,61,62,68,74,79
887,2023086,5,9,12,19,21,22,28,34,41,45,46,49,50,56,64,65,68,69,70,75
888,2023085,6,10,11,15,26,28,30,34,36,38,50,53,57,59,61,65,70,71,73,79
889,2023084,6,10,12,14,18,20,24,26,34,39,50,51,54,56,63,64,68,71,76,78
890,2023083,3,4,7,9,10,12,16,19,20,27,28,29,30,33,51,54,56,59,61,73
891,2023082,1,7,10,15,24,26,27,28,29,33,35,37,48,51,52,56,63,64,66,70
892,2023081,2,21,28,30,36,38,39,40,43,44,47,50,51,54,55,62,67,68,70,74
893,2023080,4,16,21,28,30,32,33,34,37,38,44,46,54,56,63,66,69,72,73,74
894,2023079,4,8,11,16,21,24,29,31,35,45,48,51,53,57,59,63,66,70,75,77
895,2023078,1,5,6,15,16,18,20,23,25,26,27,34,38,48,60,63,65,73,74,76
896,2023077,5,13,28,34,37,39,40,41,42,45,46,56,58,62,68,72,74,77,78,79
897,2023076,2,13,14,20,25,26,27,34,35,44,49,54,55,56,57,58,74,75,77,78
898,2023075,4,5,6,17,20,23,24,25,34,39,44,45,55,59,61,63,70,74,77,80
899,2023074,5,8,17,19,22,24,27,35,50,51,52,55,57,59,63,67,74,75,78,80
900,2023073,2,15,16,18,20,23,24,27,29,39,40,43,47,48,52,57,69,70,72,76
901,2023072,2,5,6,10,14,21,25,27,36,38,46,49,50,57,64,67,74,75,76,79
902,2023071,5,6,7,14,17,18,21,24,26,27,29,30,37,43,47,48,56,58,61,65
